Consumption Member_Indicator
1500.44547714686 1
1364.42558956465 1
1432.96929047112 1
1397.61300186203 1
1545.27441568689 1
1435.30567480766 1
1280.59762845606 1
1261.73690203783 1
1468.6987764818 1
1411.58542472367 1
1366.93022768014 1
1335.21501782236 1
1475.81161350017 1
1359.48905836049 1
1316.99615366828 1
1357.77216790114 1
1434.20299881209 1
1533.10971695432 1
1206.55551925847 1
1383.9370488723 1
1396.81916342638 1
1384.99058144688 1
1326.02057487421 1
1322.5248288281 1
1441.3398825209 1
1398.95828921329 1
1322.84635577204 1
1420.72753710742 1
1357.03271115207 1
1379.83775661917 1
1236.56659117808 1
1504.22384652666 1
1477.45875232627 1
1512.90554322205 1
1451.9376640204 1
1391.62471682886 1
1518.62536267913 1
1452.12920169314 1
1365.96113700116 1
1377.31920285993 1
1391.64941656144 1
1431.43308884796 1
1554.39757623553 1
1312.01509814966 1
1252.32761805252 1
1467.55168219168 1
1325.86600740125 1
1334.86105290119 1
1398.50759787876 1
1364.82762396812 1
1554.26996252475 1
1356.71611393095 1
1249.77344333614 1
1356.77325606247 1
1367.04369688356 1
1441.2453771547 1
1368.48992696976 1
1501.78086003299 1
1518.6632478828 1
1431.74283571666 1
1585.75154933297 1
1544.9082068958 1
1306.7334108686 1
1453.64076767681 1
1452.367034752 1
1439.11738096926 1
1456.68538824891 1
1441.70769482418 1
1474.91112477274 1
1451.27488508867 1
1493.38465454293 1
1287.56121036941 1
1399.35595181711 1
1525.52934724568 1
1314.30914543361 1
1291.92258030949 1
1346.20490786359 1
1285.84487282175 1
1465.7517616847 1
1558.58872171906 1
1288.13037441389 1
1572.04846434098 1
1239.2262899092 1
1369.18865563252 1
1162.50446734608 1
1364.44964180411 1
1490.52073101003 1
1334.38351034261 1
1191.25075247838 1
1232.39644470159 1
1292.05857132076 1
1440.39381112058 1
1293.21037199707 1
1470.6796255247 1
1431.37066232389 1
1427.84884299294 1
1328.45351583033 1
1476.27456679838 1
1387.79369457164 1
1296.61404556949 1
1468.11486553399 1
1389.67089960431 1
1169.01683102383 1
1455.90547677356 1
1432.54795921355 1
1431.38548182931 1
1417.17163369404 1
1359.54674040044 1
1385.05266290022 1
1559.9786074847 1
1306.87514626784 1
1477.02470026375 1
1333.44163702037 1
1262.8521764567 1
1325.59204547181 1
1513.45984504998 1
1537.5857949256 1
1379.20482744421 1
1374.10755925443 1
1680.24005975552 1
1401.36624746629 1
1522.9478287918 1
1348.11648616415 1
1459.73184080056 1
1453.56560260506 1
1260.72755041502 1
1563.81009577723 1
1423.93952371391 1
1382.98360110653 1
1384.09883313616 1
1353.08599737922 1
1554.71795499771 1
1287.57235308102 1
1416.64590960169 1
1552.09729305458 1
1465.93324715951 1
1427.61864139096 1
1409.10186466757 1
1394.00671529355 1
1420.66748517895 1
1324.6434110071 1
1502.70423419079 1
1475.20023394159 1
1589.57660262911 1
1394.62801015017 1
1396.82975120192 1
1480.87039971775 1
1278.57574706099 1
1425.94834067846 1
1272.45596555215 1
1365.20218596194 1
1437.49001584797 1
1484.85023192042 1
1393.49189996545 1
1404.45743670415 1
1268.89092577764 1
1353.2730886035 1
1251.15157868488 1
1520.20111719596 1
1494.63420130156 1
1381.31468685463 1
1383.10906128242 1
1385.77875514431 1
1390.71632115857 1
1421.63553202156 1
1270.58441114073 1
1569.02425077681 1
1297.71752010221 1
1360.67755675254 1
1346.82870459617 1
1280.90804776787 1
1343.89725507368 1
1438.07339942108 1
1448.13537057456 1
1444.34067058551 1
1307.43178396424 1
1435.33371447488 1
1514.66976530898 1
1638.63527022178 1
1434.52816509497 1
1278.9271062632 1
1556.00999683129 1
1295.74054625333 1
1379.09842985909 1
1511.66512220349 1
1224.38640375459 1
1382.69867707448 1
1294.46871563903 1
1409.40720200309 1
1310.31882373408 1
1350.92319698573 1
1484.48021079786 1
1412.56415130604 1
1401.58644350978 1
1493.27468871024 1
1503.62179025484 1
1334.01988677466 1
1474.48069074075 1
1258.92157624592 1
1377.63034879139 1
1311.14597558568 1
1443.11057832244 1
1469.80015229872 1
1210.7457938452 1
1481.25820446643 1
1421.89125619062 1
1253.13350967705 1
1473.28664334671 1
1706.11265099727 1
1383.20185597269 1
1353.6929720701 1
1339.84078464656 1
1325.93675067913 1
1322.7903502933 1
1465.76359100413 1
1368.18066867653 1
1332.22556103162 1
1157.62955945949 1
1396.22323891241 1
1313.52311974771 1
1530.94325542021 1
1464.21684210638 1
1455.10401762792 1
1274.28849794308 1
1443.41540570798 1
1177.30012529984 1
1432.88303523561 1
1452.42164240982 1
1384.46214865138 1
1343.04532932642 1
1257.92092569688 1
1269.65718367195 1
1288.29879578462 1
1279.94867236575 1
1289.95759510806 1
1410.61060977464 1
1304.85475788209 1
1321.69566671953 1
1323.46639602675 1
1512.52367190409 1
1305.52491340126 1
1350.61930542123 1
1318.13487743321 1
1331.18268973531 1
1158.44638910929 1
1341.00395058211 1
1309.10368940605 1
1402.88112331843 1
1311.75779237762 1
1398.96622763904 1
1359.89361081429 1
1197.95681339593 1
1406.35371240698 1
1544.20898224267 1
1472.94501755101 1
1377.55259438914 1
1325.82154813273 1
1458.9277801285 1
1558.43019530272 1
1390.63495185917 1
1321.95276560838 1
1465.18008592815 1
1358.8765996595 1
1504.73400050984 1
1325.73368984609 1
1406.67409139713 1
1562.38172069881 1
1381.82458334726 1
1316.56293452277 1
1436.25393876946 1
1392.21931031797 1
1394.83266017886 1
1515.42289712837 1
1454.30731389828 1
1622.43677172857 1
1582.23910163798 1
1434.57544222909 1
1571.1391748078 1
1596.30017487173 1
1291.0722592414 1
1389.50828358325 1
1421.2630574123 1
1337.97205305438 1
1324.50220730147 1
1388.79406900219 1
1407.37200637889 1
1494.27191066891 1
1517.05701792826 1
1290.67978829994 1
1236.54534953691 1
1499.86191492438 1
1420.06449028196 1
1650.05715183343 1
1197.55422058854 1
1207.69651337571 1
1312.8208664153 1
1354.28888243138 1
1589.71713242569 1
1300.31790589008 1
1409.21872639805 1
1540.54146295865 1
1331.48672548689 1
1275.51089803118 1
1437.73846717525 1
1421.69967325157 1
1463.16546806047 1
1488.19882208427 1
1421.72697770602 1
1247.50711680303 1
1434.13273790562 1
1369.55116367281 1
1318.31222970652 1
1262.50411276738 1
1486.37881904531 1
1341.67344504993 1
1377.9305245637 1
1298.29428992962 1
1355.31448814829 1
1381.74789478185 1
1325.85150597559 1
1413.27556140673 1
1373.64804153535 1
1286.29070670434 1
1602.1508000831 1
1450.48139510905 1
1339.50774463698 1
1365.38480343011 1
1510.49775020491 1
1400.02662826877 1
1475.58522585404 1
1301.94976179235 1
1267.45870256444 1
1405.87544096643 1
1446.58956918311 1
1473.47752908026 1
1309.87620674282 1
1388.67879148481 1
1365.86282870034 1
1496.24903486192 1
1415.46063275946 1
1558.79684020776 1
1284.00909863837 1
1167.07460033982 1
1434.98212001244 1
1274.55549007758 1
1348.22484289604 1
1451.98374629753 1
1459.8766491247 1
1336.12931430908 1
1269.28486820969 1
1316.00898136083 1
1470.06453132621 1
1347.14659559995 1
1356.60192099062 1
1353.89315875418 1
1194.94848275713 1
1351.66088812586 1
1396.35545120758 1
1398.05796713166 1
1373.046017842 1
1453.72622604359 1
1479.62269907052 1
1484.6026624557 1
1311.94424818569 1
1196.83272726397 1
1402.66477777944 1
1424.26128391597 1
1484.89561074847 1
1427.36735194579 1
1338.21551102018 1
1329.62171150336 1
1336.68933738456 1
1326.82339857899 1
1416.91532667005 1
1367.34436589705 1
1412.50612806793 1
1329.59238077056 1
1464.23931263077 1
1461.3481671046 1
1443.98237220794 1
1481.65332888777 1
1434.11606525074 1
1250.78654898875 1
1300.96756536615 1
1282.41496248372 1
1301.60377430837 1
1288.74647563006 1
1252.5055923276 1
1448.82515071628 1
1598.09667767297 1
1365.22192186949 1
1427.40429280825 1
1448.0793585764 1
1388.47992219302 1
1304.37128258488 1
1419.06825853233 1
1459.57808397685 1
1414.35044185437 1
1359.85561233778 1
1333.39336539411 1
1471.08649844098 1
1307.17317528847 1
1370.63031217623 1
1448.77382847752 1
1440.97539661593 1
1495.47827115983 1
1437.3483770543 1
1491.12506956968 1
1428.58563568222 1
1573.28220929581 1
1258.17292958862 1
1373.69310383045 1
1469.62834682588 1
1299.72050528369 1
1450.73502184677 1
1275.39901325784 1
1536.28474662918 1
1368.91215617208 1
1312.6134236174 1
1362.91846689728 1
1362.83705856238 1
1353.68316147956 1
1372.9184375144 1
1341.744749483 1
1447.56824375191 1
1307.40173196439 1
1342.81775119184 1
1382.51050892775 1
1665.47639848291 1
1420.9000662326 1
1612.98672561257 1
1387.29789277575 1
1444.79963780545 1
1488.765263715 1
1349.64912992989 1
1222.85198865816 1
1404.43021619374 1
1467.06268473101 1
1413.78377975003 1
1410.25151673153 1
1325.23703118054 1
1359.97847817884 1
1187.78932406834 1
1409.30831783391 1
1389.21399417527 1
1213.7449396214 1
1241.28246002652 1
1527.99789416829 1
1324.58919762982 1
1449.38815790503 1
1346.92190204019 1
1339.6301949567 1
1460.66635374323 1
1357.72517553494 1
1401.20214807105 1
1498.41425288291 1
1323.32442585035 1
1465.21681690491 1
1254.28630465608 1
1197.16081712725 1
1377.16769854365 1
1411.91584928423 1
1328.04469050636 1
1237.28432891021 1
1346.87633524814 1
1373.14064049153 1
1438.6645128409 1
1440.06133113839 1
1386.15584797282 1
1397.24865536463 1
1142.91265833992 1
1179.77409245905 1
1357.14204705193 1
1295.51349868131 1
1251.83837478881 1
1438.00215748516 1
1213.21689966747 1
1480.37160371272 1
1519.65332476832 1
1284.13253990672 1
1321.00210040969 1
1470.74043375177 1
1346.00276841005 1
1578.98843117908 1
1390.93027877676 1
1528.2780762224 1
1352.37400636611 1
1426.66957350912 1
1493.21406850962 1
1472.91176467227 1
1345.76616847233 1
1254.40293992723 1
1577.6398915118 1
1405.36761386471 1
1403.8781343807 1
1366.51450665692 1
1490.44055031221 1
1354.43666156761 1
1312.81768770147 1
1359.92931303791 1
1431.96867607197 1
1438.11439778533 1
1167.63436815033 1
1488.26849559239 1
1685.56037172529 1
1453.55307165121 1
1509.48784680663 1
1350.331982668 1
1391.63247147852 1
1542.30278982589 1
1337.43441295534 1
1380.91130495933 1
1379.27845267082 1
1139.84381301857 1
1473.21739872769 1
1565.88200573302 1
1589.12987260094 1
1546.37414453169 1
1357.5432159592 1
1339.12024066882 1
1361.637562911 1
1549.16175769591 1
1412.86616827371 1
1268.64270327501 1
1402.50813402528 1
1327.23258601835 1
1513.87767185982 1
1157.8804694249 1
1517.78159998084 1
1457.15277751728 1
1334.80572054346 1
1530.14771615762 1
1473.47446816284 1
1341.80343973047 1
1365.52612591042 1
1531.91197399831 1
1340.05907132509 1
1412.82593605546 1
1444.39722296457 1
1157.1454088394 1
1536.22217715278 1
1316.59609444805 1
1294.52421938514 1
1477.13475960581 1
1375.31518856054 1
1430.21868658426 1
1329.11253011753 1
1420.09068382779 1
1325.50710125295 1
1404.40757566111 1
1432.03173351931 1
1388.51979412601 1
1435.14759010639 1
1356.27766807662 1
1454.63177245223 1
1324.15981135182 1
1492.80793710052 1
1476.46685711985 1
1437.23153265209 1
1432.13002029864 1
1392.93664495329 1
1360.78156530883 1
1391.82353865587 1
1239.81289499818 1
1442.21110113562 1
1360.41158363965 1
1397.92091773432 1
1524.67662940306 1
1391.60799771448 1
1453.97543615224 1
1231.24640238165 1
1280.11364492016 1
1372.55663018915 1
1343.37732091206 1
1330.99831983466 1
1385.78936744718 1
1376.29180817106 1
1504.93641792412 1
1539.3079288821 1
1450.4752539638 1
1360.02219360263 1
1458.2982872999 1
1363.72666238423 1
1492.41559603708 1
1354.50121909655 1
1348.69274732385 1
1508.06567052732 1
1224.61195540572 1
1370.57050302729 1
1408.27492408626 1
1529.0333233645 1
1414.31987575095 1
1427.90296696654 1
1405.19158355861 1
1410.18672825041 1
1536.89569337309 1
1420.19027723891 1
1349.14445540816 1
1528.83298107712 1
1556.25335509124 1
1377.50728157873 1
1136.74672746881 1
1254.4084113945 1
1472.37137286848 1
1438.48946869016 1
1382.06811321912 1
1430.97595863078 1
1310.82736329866 1
1476.98785307227 1
1428.74718705863 1
1475.85893054648 1
1346.80930387623 1
1503.5518949212 1
1405.84306293052 1
1431.22139043662 1
1313.43062536525 1
1348.07196809147 1
1464.54439338833 1
1350.74870542642 1
1454.5744257131 1
1290.08089235142 1
1359.30137682159 1
1447.85360890575 1
1508.04017323977 1
1362.38812602138 1
1311.6050550228 1
1450.06198435361 1
1524.75389234153 1
1575.00253652473 1
1309.56061721816 1
1340.32146482849 1
1364.34923225322 1
1516.58960474435 1
1374.94970982043 1
1348.97409198947 1
1507.32512426992 1
1369.27543859458 1
1437.34539600137 1
1426.77744811489 1
1465.65839189739 1
1301.64775190845 1
1315.56665913421 1
1449.78706341172 1
1419.92489792702 1
1308.020880591 1
1393.26564118893 1
1420.91364387743 1
1506.39551253152 1
1528.79642382278 1
1209.79439205454 1
1303.81144335325 1
1356.94406675263 1
1451.08224976517 1
1403.04474316451 1
1500.82526238591 1
1309.7490361459 1
1207.51561062133 1
1400.03661349009 1
1397.31795115181 1
1631.50055473641 1
1487.65747317525 1
1455.72982197877 1
1395.07395768725 1
1502.03413552175 1
1440.81612182307 1
1474.0835086335 1
1315.49260718766 1
1346.87647777009 1
1446.37418366339 1
1420.60779520438 1
1352.52553225083 1
1335.10059686089 1
1489.74620992181 1
1368.83934018445 1
1335.70680629489 1
1298.8656180041 1
1483.29249529274 1
1505.34471978647 1
1416.83988091003 1
1244.19137344094 1
1323.75326242709 1
1542.33848669684 1
1333.83113741766 1
1230.0765619558 1
1488.64304236096 1
1288.69644378646 1
1415.98319006669 1
1452.08680705636 1
1483.20011935858 1
1476.32879651556 1
1487.78196858458 1
1551.35615783627 1
1340.61981215253 1
1263.71939296289 1
1199.48704065243 1
1403.00096382635 1
1381.34453752896 1
1421.54971996764 1
1339.85435975483 1
1327.01830389855 1
1381.92337066482 1
1414.10814490083 1
1346.54948939062 1
1437.66482159564 1
1388.50187769205 1
1533.60087302903 1
1315.69866413267 1
1378.07143295326 1
1350.51033014136 1
1478.98316872954 1
1366.59695578502 1
1159.67152420431 1
1474.19724018299 1
1309.8322815658 1
1316.67446948863 1
1339.26475172262 1
1280.11117087738 1
1281.72196345569 1
1371.19464148181 1
1345.94552898336 1
1443.32886134488 1
1333.21520194404 1
1537.13591280492 1
1332.87717684866 1
1495.74179052845 1
1416.96461165443 1
1438.27088801527 1
1602.99027763707 1
1492.79213616606 1
1370.27438122315 1
1568.79966283349 1
1360.22557647423 1
1483.33932361738 1
1408.87851053111 1
1434.94221310223 1
1355.86836760985 1
1427.96546166604 1
1454.18936496573 1
1316.13085912947 1
1377.32656441085 1
1438.92609467128 1
1527.9499742284 1
1234.22157474446 1
1382.44025446184 1
1507.894175298 1
1507.89236331284 1
1312.44127257423 1
1462.86976939842 1
1383.50132594005 1
1326.32465206095 1
1454.68127381228 1
1405.94211508277 1
1303.33677784659 1
1348.07607120138 1
1415.08187300242 1
1467.53541350966 1
1230.97332409928 1
1471.20284907328 1
1441.48528730547 1
1481.76987162157 1
1462.25914005106 1
1398.54305595045 1
1382.5802877177 1
1448.98782390537 1
1417.01285524447 1
1383.04094203892 1
1211.78036502625 1
1548.95592384654 1
1372.66934688425 1
1278.15887008047 1
1309.65510598119 1
1331.71671757637 1
1271.37515183739 1
1365.1365845218 1
1279.14383170932 1
1378.55442002856 1
1443.8122037772 1
1641.43254600751 1
1414.07630050112 1
1387.01032196921 1
1323.91871258032 1
1483.75875213665 1
1408.64207900674 1
1324.55067546351 1
1531.05499756766 1
1429.85782632651 1
1390.7900838662 1
1515.16519960632 1
1403.48203163906 1
1410.05685436031 1
1430.83912905529 1
1552.51106518336 1
1558.0215124207 1
1475.95860118959 1
1516.47429335838 1
1522.57543078562 1
1367.63203785652 1
1446.74033990624 1
1373.05035830619 1
1548.3544173688 1
1390.98831543683 1
1545.36973239278 1
1252.48626261171 1
1447.55704977109 1
1511.34260683315 1
1313.81557450435 1
1443.22952306532 1
1476.01291592425 1
1440.55907248503 1
1292.95243119487 1
1399.77926904365 1
1223.89954052423 1
1321.10264868359 1
1459.3703706584 1
1510.72152437768 1
1371.31277378908 1
1486.33007779946 1
1392.4895650135 1
1476.33029003894 1
1506.94329184137 1
1236.24945462157 1
1384.07382592031 1
1315.88370869479 1
1405.27805323372 1
1514.20362869575 1
1418.15707837906 1
1403.34677016145 1
1373.88214477434 1
1321.50130771941 1
1231.52885511261 1
1507.67581695729 1
1453.63433228776 1
1273.15033975706 1
1294.83626172425 1
1425.40046431517 1
1346.29859403822 1
1548.12240419836 1
1420.7079182942 1
1343.64281032771 1
1359.57226647823 1
1317.62718497157 1
1404.06216201634 1
1492.04125180523 1
1346.1787268046 1
1434.16268578959 1
